Education,Experience,Job_Title,Age,Gender,Location,Salary_USD
PhD,17,Event Planner,32,Male,Jamaica,104355.28099604031
High School,1,Construction Worker,32,Male,El-Salvador,7179.687861163951
Master,18,Social Worker,42,Female,Ecuador,58026.19859619861
Bachelor,26,Construction Worker,32,Male,Taiwan,30200.391144765596
Master,25,Retail Store Manager,21,Female,Italy,63645.703313515594
High School,7,Social Worker,51,Female,Japan,11157.991144104879
PhD,18,Social Worker,62,Male,Taiwan,85353.49073666401
Master,23,Administrative Assistant,59,Male,Cambodia,44057.06701371472
High School,20,Financial Analyst,63,Male,Scotland,23507.780059813664
Master,20,Marketing Manager,28,Female,Taiwan,78478.46011335785
Master,3,Teacher,53,Female,Poland,50311.29482623861
Bachelor,12,Marketing Manager,64,Female,Hong,60771.620684209935
Master,8,Librarian,20,Male,Cuba,46885.46762348664
PhD,19,Teacher,58,Male,Iran,81801.42577119684
High School,26,Customer Service Manager,42,Female,Laos,17409.697553116137
PhD,6,Graphic Designer,64,Female,United-States,90383.64726481537
Master,9,Administrative Assistant,54,Male,United-States,36241.07423597668
High School,21,Logistics Coordinator,21,Male,Puerto-Rico,14853.094844390333
Bachelor,28,Administrative Assistant,25,Male,Laos,29876.785286218354
Master,2,Project Manager (Non-IT),56,Male,United-States,115848.3816941751
PhD,26,Administrative Assistant,62,Female,Germany,65496.180147483436
Master,26,Administrative Assistant,60,Female,El-Salvador,48581.943483388706
PhD,19,HR Specialist,59,Female,Cuba,124868.88430332144
High School,10,Data Entry Clerk,59,Male,El-Salvador,7473.502335209002
Master,24,Retail Store Manager,23,Female,El-Salvador,63870.07836480397
High School,15,Retail Store Manager,31,Male,China,13483.731799770336
PhD,13,Accountant,22,Female,Peru,129771.80510650242
PhD,10,Operations Coordinator,45,Female,United-States,87533.28156285945
PhD,19,HR Specialist,43,Male,Guatemala,133950.50995780097
Bachelor,16,Administrative Assistant,34,Male,Mexico,30144.823858497155
High School,12,Construction Worker,53,Male,Peru,9557.461618296478
Master,12,Nurse,42,Female,United-States,86300.37049192084
High School,22,Accountant,49,Male,Germany,22325.338912580795
High School,20,Administrative Assistant,41,Male,Ecuador,11307.695566940944
High School,20,Project Manager (Non-IT),34,Female,India,24459.473924763486
Master,15,Chef,44,Male,?,67965.15167701968
PhD,5,Project Manager (Non-IT),62,Female,Thailand,158232.33558532828
Bachelor,4,Data Entry Clerk,40,Female,Thailand,16818.33281647751
Master,23,HR Specialist,59,Female,Puerto-Rico,101686.48957709824
Master,17,Customer Service Manager,30,Male,Portugal,79576.05822301477
PhD,13,Graphic Designer,64,Female,Cuba,99308.53908530127
High School,27,Retail Store Manager,21,Male,Poland,13751.687695069148
Bachelor,11,Librarian,31,Male,United-States,30022.81181107988
Bachelor,8,Operations Coordinator,58,Male,Hong,42497.12938835307
Master,15,Accountant,50,Female,Scotland,98095.29212131345
High School,23,Customer Service Manager,56,Male,Greece,18430.976930027136
High School,10,Financial Analyst,40,Male,Scotland,21960.30115688811
PhD,3,Social Worker,35,Female,Ecuador,60830.568586310634
High School,17,Social Worker,36,Female,Hong,12876.902342870202
PhD,13,Project Manager (Non-IT),54,Female,England,156291.458105863
Master,29,Construction Worker,46,Male,Yugoslavia,48212.514967295
High School,24,HR Specialist,25,Male,Guatemala,21109.71602213941
High School,23,Accountant,45,Male,South,23400.0
Master,6,Project Manager (Non-IT),37,Female,Canada,117317.79255670946
PhD,14,Social Worker,26,Female,Italy,76114.69604601171
Bachelor,19,Teacher,63,Male,Haiti,40619.12554429032
Bachelor,20,Nurse,54,Female,Nicaragua,66257.37506134884
Master,8,Administrative Assistant,26,Male,Jamaica,39963.598344881575
Bachelor,4,Social Worker,25,Female,Ireland,29712.152771151417
High School,16,Construction Worker,23,Female,Puerto-Rico,10054.89758971569
Master,16,Nurse,64,Female,El-Salvador,90005.98006718712
High School,2,HR Specialist,27,Female,United-States,18833.96809249445
Bachelor,9,Sales Representative,64,Female,Scotland,56439.37534279526
Master,12,Logistics Coordinator,58,Female,Hungary,66106.32296351827
Master,3,Financial Analyst,57,Female,Hong,101685.17454173091
High School,29,Sales Representative,53,Male,Philippines,19166.39072835123
Bachelor,5,Project Manager (Non-IT),63,Female,Germany,69529.0153074868
PhD,10,Data Entry Clerk,34,Female,Greece,45999.717776463986
High School,5,Financial Analyst,39,Female,China,22100.486005756764
Bachelor,3,Financial Analyst,30,Male,Hong,68398.29296882944
Master,4,Administrative Assistant,60,Male,United-States,41764.65429417663
PhD,24,Project Manager (Non-IT),54,Female,South,165900.0
PhD,16,Teacher,32,Male,France,79519.79222110275
High School,28,Librarian,42,Female,Haiti,12840.0
High School,27,Operations Coordinator,28,Male,England,15603.195227651388
High School,15,Graphic Designer,42,Female,Thailand,15708.443697748162
PhD,13,Retail Store Manager,44,Female,Japan,82422.807836369
High School,14,Operations Coordinator,44,Female,Columbia,14729.781285571913
Master,2,Financial Analyst,54,Male,Hong,96135.70595070257
High School,22,Social Worker,26,Male,United-States,12619.153184726227
PhD,2,Librarian,61,Female,Cuba,74804.69986607863
Bachelor,16,Administrative Assistant,37,Male,Philippines,24373.23263862829
PhD,16,Project Manager (Non-IT),63,Male,?,145324.7921954681
Master,10,Librarian,32,Female,Italy,50952.78986834295
PhD,26,Construction Worker,27,Male,Yugoslavia,60001.5743383333
Bachelor,14,Customer Service Manager,31,Male,Haiti,47395.53042134369
High School,29,Administrative Assistant,55,Male,Canada,11520.0
PhD,16,Nurse,47,Female,Nicaragua,124726.91127369484
Master,5,Retail Store Manager,33,Female,Cuba,58612.73366138789
Master,28,Graphic Designer,48,Male,Peru,68720.93554750418
Bachelor,14,Event Planner,38,Male,Puerto-Rico,51552.146517009336
Master,5,Event Planner,48,Female,Greece,63021.973709774305
Bachelor,4,Accountant,41,Female,Portugal,51681.1043583093
High School,22,Nurse,49,Male,Mexico,19885.812452990092
PhD,13,Teacher,48,Female,Cambodia,79138.1930493785
Master,15,Nurse,28,Male,Puerto-Rico,95390.35942140104
PhD,6,Event Planner,34,Male,Thailand,93562.1123974158
Master,4,Data Entry Clerk,37,Male,Vietnam,23743.58084583134
PhD,11,Graphic Designer,41,Female,South,88252.15132830168
Master,2,Social Worker,61,Male,Cuba,43229.51594030246
Bachelor,4,Logistics Coordinator,61,Female,Iran,45709.343137687436
Bachelor,25,Logistics Coordinator,50,Male,Ecuador,47535.58535962658
Bachelor,20,Financial Analyst,21,Female,United-States,76860.82184666405
High School,16,Retail Store Manager,58,Male,United-States,13188.315715547582
Master,1,Teacher,40,Female,Ireland,47792.86580520313
Bachelor,18,Librarian,50,Male,France,33274.10760241647
Master,1,Construction Worker,47,Male,Thailand,36158.13570171538
PhD,10,Nurse,63,Male,?,117677.11882013977
Master,18,Teacher,30,Male,China,54211.005888908956
Bachelor,10,Administrative Assistant,21,Male,United-States,23437.41882954491
